"aar";"yrke_grovgruppe";"yrke_fingruppe";"yrkeskode";"yrke";"yrkesbetegnelse";"isco_versjon";"antall_arbeidssokere"
"2002";"Ingen yrkesbakgrunn eller uoppgitt";"Ingen yrkesbakgrunn eller uoppgitt";"0000";"Uoppgitt eller yrker som ikke kan identifiseres";"Hjelpearbeider (privat/offentlig virksomhet), Medarbeider (uoppgitt arbeidsområde), Uoppgitt eller yrker som ikke kan identifiseres";"ISCO-88";"2270"
"2002";"Ingen yrkesbakgrunn eller uoppgitt";"Ingen yrkesbakgrunn eller uoppgitt";"0009";"KONVERTERT";"KONVERTERT";"ISCO-88";"3789"
"2002";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"0111";"Menige";"Menig";"ISCO-88";"737"
"2002";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"0112";"Befal I";"Befal I";"ISCO-88";"134"
"2002";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"0113";"Befal II";"Befal II";"ISCO-88";"28"
"2002";"Ingen yrkesbakgrunn eller uoppgitt";"Ingen yrkesbakgrunn eller uoppgitt";"-1";"UKJENT";"UKJENT";"Ukjent";"5887"
"2002";"Ledere";"Politikere og toppledere ";"1110";"Politikere";"*";"ISCO-88";"13"
"2002";"Ledere";"Politikere og toppledere ";"1120";"Toppledere i offentlig administrasjon";"*";"ISCO-88";"17"
"2002";"Ledere";"Politikere og toppledere ";"1141";"Ledere i partipolitiske organisasjoner";"Leder (partipolitiske organisasjoner)";"ISCO-88";"13"
"2002";"Ledere";"Politikere og toppledere ";"1142";"Ledere i arbeidsgiver-/arbeidstakerorganisasjoner og økonomiske interesseorg";"Leder (arb.giv.-/arb.tak.- og øk.inter.org.)";"ISCO-88";"152"
"2002";"Ledere";"Politikere og toppledere ";"1143";"Ledere i humanitære organisasjoner og andre interesseorganisasjoner";"Leder (humanitære- og andre interesseorganisasjoner)";"ISCO-88";"189"
"2002";"Ledere";"Politikere og toppledere ";"1210";"Administrerende direktører";"Administrerende direktør";"ISCO-88";"176"
"2002";"Ingen yrkesbakgrunn eller uoppgitt";"Ingen yrkesbakgrunn eller uoppgitt";"1220";"Produksjonsdirektører innen ikke-spesifisert næringsområde";"Leder (uoppgitt næringsområde)";"ISCO-88";"884"
"2002";"Jordbruk, skogbruk og fiske";"Jordbruk, skogbruk og fiske";"1221";"Produksjonsdirektører innen jordbruk, skogbruk og fiske";"Leder (fiske), Leder (jordbruk), Leder (skogbruk)";"ISCO-88";"82"
"2002";"Helse, pleie og omsorg";"Sosionomer og barnevernspedagoger";"1222";"Produksjonsdirektører innen olje- og gassutvinning, bergverksdrift, industri,";"Leder (bergverk), Leder (elektrisitet/kraftverk), Leder (industri, produksjon og teknisk virksomhet), Leder (oljevirksomhet)";"ISCO-88";"402"
"2002";"Bygg og anlegg";"Mellomledere innen bygg og anlegg";"1223";"Produksjonsdirektører innen bygge- og anleggsvirksomhet";"Leder (bygg og anlegg)";"ISCO-88";"133"
"2002";"Butikk- og salgsarbeid";"Annet salgsarbeid";"1224";"Produksjonsdirektører innen varehandel, hotell- og restaurantvirksomhet mv.";"Leder (campingplass), Leder (hotell og overnatting), Leder (restaurant og servering), Leder (varehandel)";"ISCO-88";"1236"
"2002";"Reiseliv og transport";"Mellomledere innen reiseliv og transport";"1225";"Produksjonsdirektør innen transport og kommunikasjon";"Leder (transport/kommunikasjon)";"ISCO-88";"183"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"1226";"Produksjonsdirektører innen finansiell tjenesteyting, eiendomsdrift osv.";"Leder (finansiell tjenesteyting, eiendomsdrift o.l.)";"ISCO-88";"54"
"2002";"Serviceyrker og annet arbeid";"Annet arbeid";"1227";"Produksjonsdirektører innen offentlig administrasjon";"Leder (offentlig administrasjon), Miljøvernleder (offentlig administrasjon)";"ISCO-88";"107"
"2002";"Undervisning";"Ledere innen undervisning og barnevern";"1228";"Produksjonsdirektører innen undervisning, helse- og sosialtjenester";"Leder (helse- og sosialtjenester), Leder (undervisning)";"ISCO-88";"67"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"1229";"Produksjonsdirektører innen andre sosiale og personlige tjenester";"Leder (kulturetablissementer), Leder (renovasjon, personlig tjenesteyting)";"ISCO-88";"88"
"2002";"Ledere";"Administrative og merkantile ledere ";"1231";"Finans-, økonomi- og administrasjonsdirektører";"Økonomidirektør";"ISCO-88";"181"
"2002";"Ledere";"Administrative og merkantile ledere ";"1232";"Personaldirektører";"Personaldirektør";"ISCO-88";"50"
"2002";"Ledere";"Administrative og merkantile ledere ";"1233";"Salgsdirektører";"Salgsdirektør";"ISCO-88";"360"
"2002";"Ledere";"Administrative og merkantile ledere ";"1234";"Markeds- og informasjonsdirektører";"Informasjonssjef";"ISCO-88";"264"
"2002";"Reiseliv og transport";"Mellomledere innen reiseliv og transport";"1235";"Innkjøps- og distribusjonsdirektører";"Innkjøpssjef, Lagersjef";"ISCO-88";"154"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"1236";"IT-direktører";"IT-direktør";"ISCO-88";"47"
"2002";"Ledere";"Administrative og merkantile ledere ";"1237";"Forskningsdirektører";"*";"ISCO-88";"*"
"2002";"Serviceyrker og annet arbeid";"Annet arbeid";"1239";"Andre spesialdirektører";"Leder (næringsmiddelarbeid), Leder (privat virksomhet)";"ISCO-88";"759"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2111";"Fysikere og astronomer";"Astronom, Fysiker";"ISCO-88";"4"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2112";"Meteorologer";"Meteorolog";"ISCO-88";"5"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2113";"Kjemikere";"Kjemiker";"ISCO-88";"24"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2114";"Geologer og geofysikere";"Geofysiker, Geolog, Hydrolog";"ISCO-88";"43"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2121";"Matematikere og tilsvarende yrker";"*";"ISCO-88";"*"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2122";"Statistikere";"*";"ISCO-88";"*"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"2130";"Systemutviklere og programmerere";"Driftskonsulent IT, IT-rådgiver, Programmerer, Systemutvikler, WEB-utvikler";"ISCO-88";"1541"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2141";"Sivilarkitekter, by- og trafikkplanleggere";"Arkitekt, Interiørarkitekt, Landskapsarkitekt";"ISCO-88";"152"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2142";"Sivilingeniører (bygg og anlegg)";"Sivilingeniør (bygg og anlegg)";"ISCO-88";"34"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2143";"Sivilingeniører (elkraftteknikk)";"Sivilingeniør (elkraftteknikk)";"ISCO-88";"16"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2144";"Sivilingeniører (elektronikk og telekommunikasjon)";"Sivilingeniør (datateknikk), Sivilingeniør (elektronikk og telekommunikasjon), Sivilingeniør (teknisk kybernetikk)";"ISCO-88";"54"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2145";"Sivilingeniører (maskin- og marinteknikk)";"Sivilingeniør (marinteknikk), Sivilingeniør (maskinteknikk)";"ISCO-88";"35"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2146";"Sivilingeniører (kjemi)";"Sivilingeniør (kjemi)";"ISCO-88";"9"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2147";"Sivilingeniører (geofag, petroleumsteknologi, metallurgi o.l.)";"Sivilingeniør (geofag og petroleumsteknologi), Sivilingeniør (metallurgi), Sivilingeniør (offshoreteknologi)";"ISCO-88";"14"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2148";"Landmålere, jordskiftekandidater o.l.";"Jordskiftekandidat, Sivilingeniør (kart og oppmåling)";"ISCO-88";"22"
"2002";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2149";"Andre sivilingeniører og tilsvarende yrker";"Sivilingeniør (øvrige)";"ISCO-88";"47"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2211";"Biologer, botanikere, zoologer og tilsvarende yrker";"Biolog, Fiskerikandidat";"ISCO-88";"69"
"2002";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2212";"Sivilagronomer og tilsvarende yrker";"Hagebrukskandidat, Naturforvaltningskadidat, Næringsmiddelkandidat, Sivilagronom, Skogbrukskandidat";"ISCO-88";"33"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2221";"Leger";"Allmennpraktiserende lege, Bedriftslege, Bydelslege I/Kommunelege I, Lege (assistentlege), Lege - spesialist";"ISCO-88";"85"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2222";"Tannleger";"Tannlege";"ISCO-88";"19"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2223";"Veterinærer";"Veterinær";"ISCO-88";"18"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2224";"Farmasøyter";"Farmasøyt (cand.pharm.)";"ISCO-88";"12"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2225";"Ernæringsfysiologer";"*";"ISCO-88";"*"
"2002";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"2230";"Spesialsykepleiere og jordmødre";"Helsesøster, Jordmor, Oversykepleier, Spesialsykepleier (anestesi - intensiv - operasjon), Spesialsykepleier (pediatri), Spesialsykepleier (psykiatri)";"ISCO-88";"23"
"2002";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2310";"Universitets- og høgskolelektorer/-lærere";"Lektor/lærer (høyskole og universitet), Professor, Stipendiat";"ISCO-88";"296"
"2002";"Undervisning";"Lærere i videregående skole";"2320";"Lektorer og adjunkter i videregående skole";"Adjunkt (videregående skole), Lektor (videregående skole)";"ISCO-88";"204"
"2002";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2340";"Spesiallærere/spesialpedagoger";"Spesialpedagog";"ISCO-88";"38"
"2002";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2351";"Spesialister i utdanningsmetodikk";"Pedagog";"ISCO-88";"56"
"2002";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2352";"Studieinspektører o.l.";"Inspektør (videregående skole), Studiekonsulent (universtitet, høyskole og forskningsinstitusjoner)";"ISCO-88";"52"
"2002";"Undervisning";"Annet undervisningspersonale";"2359";"Andre lærere med minst 4- års universitets- eller høgskoleutdanning";"Museumspedagog, Musikkpedagog, Sangpedagog";"ISCO-88";"58"
"2002";"Akademiske yrker";"Saksbehandlere i offentlig sektor";"2411";"Saksbehandlere innen offentlig administrasjon";"Arealplanlegger, Boligkonsulent, Eksportkonsulent, Fiskerikonsulent, Idrettskonsulent, Inspektør (offentlig administrasjon), Kulturkonsulent, Lovrådgiver, Miljøvernkonsulent, Opplæringskonsulent, Saksbehandler (offentlig administrasjon), Sivilforsvarsinspektør";"ISCO-88";"936"
"2002";"Meglere og konsulenter";"Økonomer og revisorer";"2511";"Statsautoriserte revisorer";"*";"ISCO-88";"*"
"2002";"Akademiske yrker";"Akademiske yrker i privat sektor";"2512";"Personal- og organisasjonskonsulenter";"Forhandlingskonsulent, Organisasjonskonsulent, Personalkonsulent";"ISCO-88";"260"
"2002";"Meglere og konsulenter";"Økonomer og revisorer";"2519";"Markedsanalytikere og andre forretningsyrker";"Markedsanalytiker";"ISCO-88";"28"
"2002";"Akademiske yrker";"Juridiske yrker";"2521";"Advokater";"Advokat, Advokatfullmektig, Jurist";"ISCO-88";"57"
"2002";"Akademiske yrker";"Juridiske yrker";"2522";"Domstolsjurister";"*";"ISCO-88";"*"
"2002";"Akademiske yrker";"Juridiske yrker";"2523";"Jurister innen politi- og påtalemyndighet";"*";"ISCO-88";"*"
"2002";"Akademiske yrker";"Andre akademiske yrker ";"2531";"Arkivarer og konservatorer";"Antikvar, Arkivar, Konservator, Teknisk konservator";"ISCO-88";"77"
"2002";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"2532";"Universitetsbibliotekarer";"Førstebibliotekar, Universitetsbibliotekar";"ISCO-88";"8"
"2002";"Meglere og konsulenter";"Økonomer og revisorer";"2541";"Sosial- og siviløkonomer";"Siviløkonom, Sosialøkonom";"ISCO-88";"67"
"2002";"Akademiske yrker";"Samfunnsvitenskapelige yrker";"2542";"Sosiologer, sosialantropologer, samfunnsgeografer og statsvitere";"Kriminolog, Samfunnsgeograf, Sosialantropolog, Sosiolog, Statsviter";"ISCO-88";"49"
"2002";"Akademiske yrker";"Andre akademiske yrker ";"2543";"Historikere, arkeologer og filosofer";"Arkeolog, Etnolog, Filosof, Historiker, Kunsthistoriker, Religionshistoriker";"ISCO-88";"45"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2544";"Lingvister, oversettere og tolker";"Lingvist, Litteraturviter, Oversetter";"ISCO-88";"221"
"2002";"Akademiske yrker";"Andre akademiske yrker ";"2545";"Psykologer";"Psykolog";"ISCO-88";"28"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2551";"Forfattere og andre skribenter";"Forfatter, Forlagsmedarbeider, Kritiker, Redaktør";"ISCO-88";"160"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2552";"Skulptører, kunstmalere og andre billedkunstnere";"Billedkunstner, Brukskunstner, Illustratør (høyere grad), Industridesigner";"ISCO-88";"90"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2553";"Dirigenter, komponister, musikere og sangere";"Dirigent, Komponist, Musiker, Sanger";"ISCO-88";"151"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2554";"Koreografer og dansere";"Danser, Koreograf";"ISCO-88";"40"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2555";"Skuespillere og regissører";"Dramaturg, Regissør, Skuespiller";"ISCO-88";"183"
"2002";"Akademiske yrker";"Andre akademiske yrker ";"2560";"Geistlige yrker";"Kateket, Prest, Teolog";"ISCO-88";"27"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3111";"Bygningsingeniører og -teknikere";"Ingeniør (bygg, anlegg, oppmåling og jordskifte), Tekniker (bygg, anlegg, oppmåling og jordskifte)";"ISCO-88";"255"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3112";"Elkraftingeniører og -teknikere";"Ingeniør (elkraftteknikk), Tekniker (elkraftteknikk)";"ISCO-88";"93"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3113";"Elektronikk- og telekommunikasjonsingeniører og -teknikere";"Ingeniør (elektronikk og telekommunikasjon), Tekniker (elektronikk og telekommunikasjon)";"ISCO-88";"489"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3114";"Maskiningeniører og -teknikere";"Ingeniør (maskin), Tekniker (maskin)";"ISCO-88";"299"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3115";"Kjemiingeniører og -teknikere";"Ingeniør (kjemi), Tekniker (kjemi)";"ISCO-88";"68"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3116";"Ingeniører og teknikere innen olje, bergverk og metallurgi";"Ingeniør (gruve/bergverk), Ingeniør (metallurgi), Ingeniør (petroleum), Tekniker (gruve/bergverk), Tekniker (metallurgi), Tekniker (petroleum), Teknisk sjef (plattform)";"ISCO-88";"95"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3119";"Andre ingeniører og teknikere";"Ingeniør (øvrige), Tekniker (øvrige)";"ISCO-88";"356"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"3120";"Dataingeniører og -teknikere";"Ingeniør (IT), Lærling (IKT driftsoperatør), Tekniker (IT)";"ISCO-88";"647"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"3131";"Filmfotografer og innspillingsteknikere";"Filmfotograf (fjernsyn, video, film), Filmklipper (film, fjernsyn, video o.l.), Innspillingstekniker, Lydtekniker, Lystekniker, Programingeniør";"ISCO-88";"149"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"3132";"Operatører av kringkastings- og telekommunikasjonsutstyr";"Radiooperatør";"ISCO-88";"39"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"3139";"Andre operatører av optisk og elektronisk utstyr";"Kinomaskinist, Scenemester";"ISCO-88";"22"
"2002";"Reiseliv og transport";"Maritime yrker";"3141";"Skipsmaskinister";"Skipsmaskinist";"ISCO-88";"133"
"2002";"Reiseliv og transport";"Maritime yrker";"3142";"Dekksoffiserer og loser";"Dekksoffiser, Los";"ISCO-88";"265"
"2002";"Reiseliv og transport";"Førere av transportmidler";"3143";"Flygere";"Flyger";"ISCO-88";"46"
"2002";"Reiseliv og transport";"Førere av transportmidler";"3144";"Flygeledere o.l.";"Flygeleder";"ISCO-88";"4"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3151";"Branninspektører";"*";"ISCO-88";"*"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3152";"Sikkerhetsinspektører";"Inspektør (bil), Kontrollingeniør (øvrig teknisk virksomhet), Sikkerhetsinspektør";"ISCO-88";"22"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3211";"Bioingeniører og -teknikere";"Bioingeniør, Laboratorietekniker";"ISCO-88";"75"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3212";"Agroteknikere";"Agrotekniker";"ISCO-88";"8"
"2002";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3213";"Skogingeniører, skogkonsulenter o.l.";"Skogbruksfunksjonær";"ISCO-88";"19"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3221";"Radiografer og audiografer";"Audiograf, Radiograf";"ISCO-88";"20"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3222";"Helse- og miljøinspektører";"Næringsmiddelinspektør, Næringsmiddeltekniker, Næringsmiddelteknolog, Skadedyrinspektør";"ISCO-88";"41"
"2002";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"3223";"Kostholdskonsulenter";"*";"ISCO-88";"*"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3224";"Optikere";"Optiker";"ISCO-88";"7"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3225";"Tannpleiere";"Tannpleier";"ISCO-88";"19"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3226";"Fysioterapeuter, ergoterapeuter o.l.";"Ergoterapeut, Fysioterapeut, Kiropraktor";"ISCO-88";"109"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3227";"Dyrepleiere";"Dyrepleier";"ISCO-88";"35"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3228";"Reseptarer";"Reseptar";"ISCO-88";"5"
"2002";"Helse, pleie og omsorg";"Annet helsepersonell";"3229";"Naturterapeuter";"Naturterapeut";"ISCO-88";"20"
"2002";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"3231";"Sykepleiere";"Sykepleier";"ISCO-88";"205"
"2002";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"3232";"Vernepleiere";"Boleder, Vernepleier";"ISCO-88";"337"
"2002";"Undervisning";"Grunnskolelærere";"3310";"Grunnskolelærere";"Allmennlærer (grunnskolen), Faglærer (grunnskole)";"ISCO-88";"1967"
"2002";"Undervisning";"Førskolelærere";"3320";"Førskolelærere";"Førskolelærer";"ISCO-88";"452"
"2002";"Undervisning";"Lærere i videregående skole";"3341";"Yrkesfaglærere og faglærere i videregående skole";"Datalærer, Faglærer (videregående skole), Kroppsøvingslærer, Leirskolelærer, Yrkesfaglærer";"ISCO-88";"570"
"2002";"Undervisning";"Annet undervisningspersonale";"3349";"Andre yrker innen undervisning og pedagogisk arbeid";"Danselærer, Dykkeinstruktør, Flyinstruktør, Instruktører (øvrige), Kjøreskolelærer";"ISCO-88";"252"
"2002";"Meglere og konsulenter";"Meglere";"3411";"Finansmeglere";"Finansmegler";"ISCO-88";"66"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3412";"Forsikringskonsulenter";"Forsikringskonsulent";"ISCO-88";"179"
"2002";"Meglere og konsulenter";"Meglere";"3413";"Eiendomsmeglere og -forvaltere";"Eiendomsforvalter, Eiendomsmegler";"ISCO-88";"90"
"2002";"Reiseliv og transport";"Reiseledere, guider og reisebyråmedarbeidere ";"3414";"Reisekonsulenter";"Reisekonsulent, Turoperatør";"ISCO-88";"224"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3415";"Tekniske og kommersielle salgsrepresentanter";"Agent, Legemiddelkonsulent, Teknisk salgsrepresentant";"ISCO-88";"368"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3416";"Innkjøpere";"Innkjøper";"ISCO-88";"179"
"2002";"Meglere og konsulenter";"Meglere";"3417";"Takstmenn, takstinspektører og auksjonarier";"Auksjonarius, Takstmann, Tømmermålingsinspektør";"ISCO-88";"20"
"2002";"Meglere og konsulenter";"Økonomer og revisorer";"3418";"Kundebehandlere (banktjenester)";"Bankfunksjonær";"ISCO-88";"382"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3419";"Markedsførings- og reklamekonsulenter";"Markedsføringskonsulent, Produktutvikler, Reklamekonsulent";"ISCO-88";"910"
"2002";"Meglere og konsulenter";"Meglere";"3421";"Handels- og skipsmeglere";"Flymegler, Handelsmegler, Skipsmegler";"ISCO-88";"25"
"2002";"Meglere og konsulenter";"Meglere";"3422";"Speditører og befraktere";"Speditør";"ISCO-88";"195"
"2002";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3423";"Kunde-/personalkonsulenter (vikarbyrå)";"Personalkonsulent (vikarbyrå)";"ISCO-88";"57"
"2002";"Kontorarbeid";"Andre funksjonærer";"3429";"Andre foretningsmeglere";"Bedriftsmegler, Idrettsagent";"ISCO-88";"4"
"2002";"Kontorarbeid";"Sekretærer";"3431";"Funksjonærer innen administrasjon";"Administrasjonssekretær, Ambassadesekretær";"ISCO-88";"106"
"2002";"Meglere og konsulenter";"Økonomer og revisorer";"3433";"Revisorer (ikke statsautoriserte) og regnskapsførere";"Regnskapsfører, Revisor (ikke statsautorisert)";"ISCO-88";"263"
"2002";"Serviceyrker og annet arbeid";"Annet arbeid";"3434";"Husøkonomer";"Husøkonom";"ISCO-88";"101"
"2002";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"3441";"Tollfunksjonærer";"Toller, Tollkasserer";"ISCO-88";"8"
"2002";"Kontorarbeid";"Lavere saksbehandlere innen offentlig administrasjon";"3442";"Førstesekretærer (offentlig administrasjon)";"Førstesekretær (offentlig administrasjon)";"ISCO-88";"54"
"2002";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"3450";"Polititjenestemenn";"Lensmannsbetjent, Polititjenestemann/kvinne";"ISCO-88";"22"
"2002";"Helse, pleie og omsorg";"Sosionomer og barnevernspedagoger";"3460";"Sosionomer, barnevernspedagoger o.l.";"Barnevernkonsulent, Barnevernskonsulent, Familierådgiver, Fritidsleder, Sosionom, Sosionomer, barnevernspedagoger o.l., Ungdomskonsulent";"ISCO-88";"473"
"2002";"Ingeniør- og ikt-fag";"Ikt-yrker";"3471";"Dekoratører, designere, og reklametegnere";"Dekoratør, Grafisk designer, Interiørkonsulent, Motedesigner, Web-designer";"ISCO-88";"658"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3472";"Sangere og musikere i underholdningsbransjen";"*";"ISCO-88";"*"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3473";"Klovner, tryllekunstnere, akrobater o.l.";"*";"ISCO-88";"*"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3474";"Inspisienter m.fl.";"Inspisient, Påkleder, Rekvisitør, Scenograf, Sufflør";"ISCO-88";"131"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3475";"Idrettsutøvere og -trenere";"Idrettsinstruktør (øvrige), Idrettstrener, Idrettsutøver, Lærling (hestefaglært), Trener (hestesport)";"ISCO-88";"130"
"2002";"Serviceyrker og annet arbeid";"Annet arbeid";"3480";"Religiøse yrker";"Diakon, Menighetsarbeider, Misjonær, Predikant";"ISCO-88";"55"
"2002";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"3491";"Informasjonsmedarbeidere og journalister";"Informasjonsmedarbeider, Journalist";"ISCO-88";"517"
"2002";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3492";"Programsekretærer og programmedarbeidere";"Programmedarbeider (radio/fjernsyn)";"ISCO-88";"48"
"2002";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"3493";"Bibliotekarer";"Bibliotekar";"ISCO-88";"115"
"2002";"Kontorarbeid";"Andre funksjonærer";"4111";"Stenografer, referenter o.l.";"*";"ISCO-88";"*"
"2002";"Kontorarbeid";"Andre funksjonærer";"4112";"Dataregistrerere (puncheoperatører)";"Dataregistrerer";"ISCO-88";"143"
"2002";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4113";"Sekretærer";"Sekretær";"ISCO-88";"1959"
"2002";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4114";"Kontormedarbeidere";"Kontormedarbeider, Kontormedarbeidere, Korrekturleser, Lærling (kontorfaglært)";"ISCO-88";"4590"
"2002";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4121";"Økonomimedarbeidere og revisjonsassistenter";"Lønnsmedarbeider, Regnskapsmedarbeider, Økonomimedarbeider, Økonomimedarbeidere og revisjonsassistenter";"ISCO-88";"1076"
"2002";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4129";"Andre tallbehandlere";"Meteorologfullmektig";"ISCO-88";"5"
"2002";"Kontorarbeid";"Lager- og transportmedarbeidere";"4131";"Lagermedarbeidere og materialforvaltere";"Lagermedarbeider, Lagermedarbeidere og materialforvaltere, Lærling (materialadministrator), Lærling (terminalarbeid)";"ISCO-88";"2673"
"2002";"Kontorarbeid";"Lager- og transportmedarbeidere";"4132";"Logistikere";"Logistikkmedarbeider";"ISCO-88";"118"
"2002";"Kontorarbeid";"Lager- og transportmedarbeidere";"4133";"Transportfunksjonærer";"Flygelederassistent, Fraktkonsulent (lufthavn), Havneinspektør, Togleder (jernbane), Trafikkontrollør (vegtrafikk)";"ISCO-88";"104"
"2002";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4141";"Bibliotek- og arkivmedarbeidere";"Arkivmedarbeider, Bibliotekfullmektig";"ISCO-88";"87"
"2002";"Kontorarbeid";"Andre funksjonærer";"4142";"Postbud og -sorterere";"Postbud og sorterer";"ISCO-88";"1157"
"2002";"Butikk- og salgsarbeid";"Annet salgsarbeid";"4211";"Billettører og billettselgere";"Billettør";"ISCO-88";"82"
